Smiles,pChEMBL_Value
COc1cc2c(cc1OC)C(c1c(Cl)cccc1Cl)NC(=O)C2,4.35
COc1cc2c(cc1OC)C(c1ccc(OC)c(OC)c1OC)CC(=O)N2,4.25
COc1cc2c(cc1OC)C(c1ccc([N+](=O)[O-])cc1)N(C(C)=O)CC2,4.2
COc1cc2c(cc1OC)C(c1ccccc1)N(C(=O)CSCC(=O)O)CC2,5.9
COc1cc2c(cc1OC)C(c1ccccc1)N(C(=O)c1cccc(S(C)(=O)=O)c1)CC2,4.3
COc1cc2c(cc1OC)C(c1ccccc1)NCC2,6.2
COc1cc2c(cc1OC)C(c1ccccc1C)CC(=O)N2,4.6
COc1cc2c(cc1OC)C(c1cccnc1)CC(=O)N2,6.0
COc1cc2c(cc1OC)C(c1ccco1)CC(=O)N2,5.45
COc1cc2c(cc1OC)C1(CCCC1)CNC2c1ccc([N+](=O)[O-])cc1.Cl,4.0
COc1cc2c(cc1OC)C1=C(C#N)CC/C(=N\S(=O)(=O)c3cccc(Cl)c3)N1CC2,5.2
COc1cc2c(cc1OC)C1=C(C#N)CN(C3CCCCC3)CN1CC2,4.0
COc1cc2c(cc1OC)C1=NC(=O)CN1C(SCc1ccccc1C)=N2,6.5
COc1cc2c(cc1OC)C1C/C(=N\O)C(CC(C)C)CN1CC2,4.35
COc1cc2c(cc1OC)C1Cc3ncncc3C(=O)N1CC2,5.05
COc1cc2c(cc1OC)CC(=O)N(C)CC2,4.4
COc1cc2c(cc1OC)CN(C(=O)C(C)(C)C)CC2,5.3
COc1cc2c(cc1OC)CN(C(=O)C1CCCN1S(=O)(=O)c1ccc(C)cc1)CC2,4.1
COc1cc2c(cc1OC)CN(C(=O)CCCN1C(=O)c3ccccc3C1=O)CC2,6.2
COc1cc2c(cc1OC)CN(C(=O)CCOc1ccccc1)CC2,6.2
COc1cc2c(cc1OC)CN(C(=O)CCc1c[nH]c3ccccc13)[C@H](C(=O)O)C2,4.0
COc1cc2c(cc1OC)CN(C(=O)CN1C(=O)NC3(CCC(C)CC3)C1=O)CC2,5.8
COc1cc2c(cc1OC)CN(C(=O)CSc1nc(N)c(C#N)cc1C#N)CC2,5.9
COc1cc2c(cc1OC)CN(C(=O)CSc1nc3nncc-3c(O)n1-c1ccccc1)CC2,3.95
COc1cc2c(cc1OC)CN(C(=O)Nc1ccccc1)CC2,6.5
COc1cc2c(cc1OC)CN(C(=O)c1cc(S(=O)(=O)N3CCOCC3)ccc1Cl)CC2,5.0
COc1cc2c(cc1OC)CN(C(=O)c1ccccc1C(=O)O)CC2,5.4
COc1cc2c(cc1OC)CN(C(C)C(=O)N1CCc3ccccc31)CC2,4.95
COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1)CC2,3.95
COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc3c(c1)OC(F)(F)O3)CC2,4.45
COc1cc2c(cc1OC)CN(CC(=O)Nc1ccccc1C(=O)NC1CC1)CC2,4.0
COc1cc2c(cc1OC)CN(Cc1ccc(C)cc1)CC2,4.55
COc1cc2c(cc1OC)CN(Cc1ccc(OC)c(C)c1OC)CC2,4.3
COc1cc2c(cc1OC)CN(c1ccc(-c3ccccc3OC)nn1)CC2,5.55
COc1cc2c(cc1OC)CN(c1nc(CN3CCOCC3)nc3sc4c(c13)CCC(C)C4)CC2,5.65
COc1cc2c(cc1OC)[C@H](C)N(C(=O)NCc1ccccc1)CC2,4.35
COc1cc2c(cc1OC)[C@H](Cc1ccc(O)cc1)NCC2,6.2
COc1cc2c3c(c1)c(C1=NC(=S)NC1=O)c(O)n3C(C)(C)C=C2C,6.2
COc1cc2c3c(c1OC)-c1cc(O)ccc1CC3NCC2.Cl,6.2
COc1cc2cc(C#N)c(SCC(=O)N3CCOCC3)nc2cc1OC,6.2
COc1cc2cc(C(=O)N(C)Cc3ccccc3)[nH]c2cc1OC,6.2
COc1cc2cc(C(=O)NCCc3ccccc3)[nH]c2cc1OC,6.15
COc1cc2cc(C(c3nnnn3C(C)(C)C)N3CCc4ccccc4C3)c(O)nc2cc1OC,5.4
COc1cc2cc(C(c3nnnn3Cc3ccc(F)cc3)N3CCCCCC3)c(O)nc2cc1OC,6.15
COc1cc2cc(C)c(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)nc2cc1OC,4.3
COc1cc2cc(C)c(SCC(=O)N3CCOCC3)nc2cc1OC,5.25
COc1cc2cc(C)c3nnc(SCC(N)=O)n3c2cc1OC,4.75
COc1cc2cc(CN(Cc3nnnn3Cc3ccccc3)CC3CCCO3)c(O)nc2cc1OC,4.25
COc1cc2cc(CN(Cc3nnnn3Cc3ccco3)C3CCCCC3)c(O)nc2cc1OC,5.25
COc1cc2cccc(OC)c(=O)c2c(O)c1OC,4.0
COc1cc2cccc(OC)c(=O)c2c(OC)c1OC,5.85
COc1cc2ccccc2cc1C(=O)N1CCCCC1,6.25
COc1cc2ccccc2cc1C(=O)Nc1ccc(C)cc1,6.2
COc1cc2ccccc2cc1C(=O)Nc1ccc(Cl)cn1,5.1
COc1cc2ccccc2cc1C(=O)Nc1ccc(N2CCOCC2)cc1,5.25
COc1cc2ccccc2cc1C(=O)Nc1ccncc1,4.45
COc1cc2nc(-c3cccc(F)c3)cc(O)c2cc1OC,3.95
COc1cc2nc(C3CCC3)n(NC(=O)C3CCC3)c(=O)c2cc1OC,4.1
COc1cc2nc(C3CCC3)n(NC(=O)C3CCCC(OC)C3)c(=O)c2cc1OC,6.2
COc1cc2nc(C3CCC3)n(NC(=O)COc3ccccc3)c(=O)c2cc1OC,4.85
COc1cc2nc(C3CCC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC,5.95
COc1cc2nc(CN(C)Cc3ccc(C(C)(C)C)cc3)nc(O)c2cc1OC,6.2
COc1cc2nc(CN3C(=O)c4ccccc4C3=O)oc(=O)c2cc1OC,4.2
COc1cc2nc(CN3CCC(Cc4ccccc4)CC3)nc(O)c2cc1OC,4.4
COc1cc2nc(CN3CCN(S(=O)(=O)c4ccc(Cl)cc4)CC3)nc(O)c2cc1OC,5.55
COc1cc2nc(CN3CCN(S(=O)(=O)c4ccccc4)CC3)nc(O)c2cc1OC,5.55
COc1cc2nc(COc3ccccc3[N+](=O)[O-])oc(=O)c2cc1OC,5.9
COc1cc2nc(CSc3nc(-c4ccc(F)cc4)cs3)nc(O)c2cc1OC,7.35
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,4.45
COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC,4.35
COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC,4.6
COc1cc2nc(NCC3CCCO3)n3nc(-c4cccnc4)nc3c2cc1OC,6.15
COc1cc2nc(O)n3nc(-c4ccccc4)nc3c2cc1OC,4.25
COc1cc2nc3c4ccccc4n(CC#N)c3nc2cc1OC,5.35
COc1cc2ncc(C(=O)NCCc3ccccc3)c(O)c2cc1OC,4.05
COc1cc2nccc(O)c2cc1OC,5.4
COc1cc2ncnc(NCc3ccccc3F)c2cc1OC,4.1
COc1ccc(-[n+]2c([O-])c(Cc3ccccc3)c(=O)n3nc(-c4ccccc4)c(O)cc32)cc1,4.05
COc1ccc(-c2[nH]c(-c3ccc(F)cc3)nc2SCC(=O)NCc2ccco2)cc1OC,6.2
COc1ccc(-c2[nH]c(-c3ccccc3)nc2SCC(=O)NC2CCCC2)cc1,5.8
COc1ccc(-c2[nH]c(-c3ccccc3)nc2SCC(=O)Nc2nccs2)cc1,4.45
COc1ccc(-c2[nH]n(-c3ccc([N+](=O)[O-])cc3)c(=O)c2/C=N/Cc2ccccc2)cc1,6.2
COc1ccc(-c2[nH]nc3c2C(c2ccccc2OC(=O)N2CCOCC2)C(C#N)=C(N)O3)cc1,4.1
COc1ccc(-c2[nH]nc3c2C(c2ccncc2)C(C#N)=C(N)O3)cc1,4.5
COc1ccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)cc1,4.55
COc1ccc(-c2[nH]nc3c2C2(C(=O)N(CC(=O)O)c4ccccc42)C(C#N)=C(N)O3)cc1OC,4.05
COc1ccc(-c2[nH]ncc2-c2cnc(C)s2)c(O)c1,5.85
COc1ccc(-c2[nH]ncc2-c2cscn2)c(O)c1,5.45
COc1ccc(-c2[nH]ncc2CN(C)C(C)c2ccon2)c(OC)c1,4.05
COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)noc2C)cn1,5.15
COc1ccc(-c2c(=O)n(OCc3ccccn3)c3ccccc3[n+]2[O-])cc1OC,4.35
COc1ccc(-c2c(C#N)c(N)nc3c2CCc2ccccc2-3)cc1OC,4.55
COc1ccc(-c2c(C#N)c(SCC(N)=O)nc3c2CCCC3)cc1,6.15
COc1ccc(-c2c(C(C)=O)c(C)n(C)c2C)cc1,4.0
COc1ccc(-c2c(C(C)=O)c(C)nc3sc4c(O)nnnc4c23)cc1,5.05
COc1ccc(-c2c(C)nn(-c3ccccc3)c2N)cc1,6.25
COc1ccc(-c2c(C)nn(-c3ccccc3)c2N)cc1OC,4.3
COc1ccc(-c2c(C)nn(-c3ccccc3)c2NC(C)=O)cc1OC,4.35
COc1ccc(-c2c(C)nn3c(N4CCN(Cc5ccccc5)CC4)cc(C)nc23)cc1OC,4.35
COc1ccc(-c2c(C)nn3c(N4CCN(c5ccccc5)CC4)cc(C)nc23)cc1OC,4.0
COc1ccc(-c2c3c(nc4sc5c(O)nc(C)nc5c24)CCC3)cc1,4.8
COc1ccc(-c2c[nH]c(SCCNC(=O)c3ccc4c(c3)OCO4)n2)cc1,3.95
COc1ccc(-c2c[nH]nc2C)cc1,3.95
COc1ccc(-c2cc(-c3cc(OC)ccc3O)[nH]n2)cc1,6.2
COc1ccc(-c2cc(-c3ccc(O)cc3)nc(N)c2C#N)cc1,6.15
COc1ccc(-c2cc(-c3ccccc3)nc(Cl)n2)cc1OC,6.2
COc1ccc(-c2cc(-c3ccccc3)nc(N3CCCC3)n2)cc1OC,5.3
COc1ccc(-c2cc(=O)c3cc(F)ccc3[nH]2)cc1,3.95
COc1ccc(-c2cc(=O)n(-c3nc4ccccc4[nH]3)[nH]2)cc1,5.5
COc1ccc(-c2cc(C(=O)N(C)CC(=O)Nc3cccc(F)c3)c3ccccc3n2)cc1,6.5
COc1ccc(-c2cc(C(=O)N/N=C/c3ccc4c(c3)OCO4)c3ccccc3n2)c(OC)c1,4.3
COc1ccc(-c2cc(C(=O)N3CCC3)c3ccccc3n2)cc1OC,5.3
COc1ccc(-c2cc(C(=O)N3CCCCC3)c3ccccc3n2)cc1,4.0
COc1ccc(-c2cc(C(=O)N3CCCc4ccccc43)no2)cc1,4.6
COc1ccc(-c2cc(C(=O)N3CCN(c4ccc(F)cc4)CC3)no2)cc1OC,5.05
COc1ccc(-c2cc(C(=O)N3CCN(c4ccccc4)CC3)c3ccccc3n2)cc1,6.2
COc1ccc(-c2cc(C(=O)N3CCOCC3)c3ccccc3n2)cc1OC,4.0
COc1ccc(-c2cc(C(=O)NC(C(=O)O)C(C)C)c(C)o2)cc1OC,4.3
COc1ccc(-c2cc(C(=O)NC(C)C)no2)cc1,5.7
COc1ccc(-c2cc(C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)O)c(C)o2)cc1OC,5.15
COc1ccc(-c2cc(C(=O)NC3CCCCC3)no2)cc1OC,4.25
COc1ccc(-c2cc(C(=O)NCC(c3ccco3)N(C)C)c3ccccc3n2)cc1OC,5.8
COc1ccc(-c2cc(C(=O)NCC3CCCO3)on2)cc1OC,5.3
COc1ccc(-c2cc(C(=O)NCCCn3ccnc3)c3ccccc3n2)c(OC)c1,5.9
COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)no2)cc1OC,5.9
COc1ccc(-c2cc(C(=O)NCc3ccc(Cl)cc3)no2)cc1OC,5.1
COc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)c(OC)c1,5.8
COc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)cc1,6.25
COc1ccc(-c2cc(C(=O)O)[nH]n2)cc1OC,6.25
COc1ccc(-c2cc(C(=O)O)c3ccccc3n2)c(OC)c1,5.95
COc1ccc(-c2cc(C(=O)O)sc2C)cc1,4.05
COc1ccc(-c2cc(C(=O)OC3CCOC3=O)c3ccccc3n2)cc1OC,6.15
COc1ccc(-c2cc(C(=O)OCC(=O)NC(C)(C)C)c3ccccc3n2)cc1,4.6
COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NCc4ccco4)cc3n2)cc1OC,6.0
COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)O)cc3n2)cc1OC,6.2
COc1ccc(-c2cc(C(F)(F)F)nc(N3CCCCCC3)n2)cc1,5.55
COc1ccc(-c2cc(C(F)(F)F)nc(N3CCOCC3)n2)cc1,4.5
COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)N(C)Cc3cn(C)nc3C)n2)cc1OC,4.0
COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)N(C)Cc3cnn(C)c3C)n2)cc1OC,6.45
COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)Nc3cc(C)on3)n2)cc1OC,5.65
COc1ccc(-c2cc(C(F)F)n3ncc(C(=O)NCC4CCCO4)c3n2)cc1,5.1
COc1ccc(-c2cc(C(F)F)n3ncc(C(=O)NCCCN4CCCC4=O)c3n2)cc1,5.25
COc1ccc(-c2cc(C(N)=O)nc(N3CCCCCC3)n2)cc1,6.25
COc1ccc(-c2cc(C)nc(SCC(=O)c3cccc([N+](=O)[O-])c3)n2)cc1,4.3
COc1ccc(-c2cc(C3CCN(c4cc(Cl)nc(N)n4)CC3)[nH]n2)cc1,5.5
COc1ccc(-c2cc(C3CCN(c4ncccc4[N+](=O)[O-])CC3)[nH]n2)cc1,3.95
COc1ccc(-c2cc(CNS(=O)(=O)c3ccc(NC(C)=O)cc3)on2)cc1,4.0
COc1ccc(-c2cc(CNS(=O)(=O)c3ccccc3)on2)cc1,5.45
COc1ccc(-c2cc(N)n(S(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1OC,4.0
COc1ccc(-c2cc(O)c3cc(OC)c(OC)cc3n2)cc1,4.05
COc1ccc(-c2cc(O)c3cc(OC)ccc3n2)cc1,3.95
COc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1,5.6
COc1ccc(-c2cc3cc(OC)c(OC)cc3c(C)n2)cc1,4.1
COc1ccc(-c2cc3n(n2)CCc2nc4ccccc4n2-3)cc1,5.9
COc1ccc(-c2ccc(-c3noc(-c4ccc(OC)c(OC)c4)n3)c(OC)n2)cc1,5.9
COc1ccc(-c2ccc(-c3noc(-c4ccccc4C)n3)c(OC)n2)cc1,5.85
COc1ccc(-c2ccc(/C=C3/C(=N)N4C(C)=CSC4=NC3=O)o2)c([N+](=O)[O-])c1,6.25
COc1ccc(-c2ccc(CCC(=O)O)n2C(C)C)cc1,6.15
COc1ccc(-c2ccc(CNCc3ccccn3)o2)cc1Cl.Cl,5.55
COc1ccc(-c2ccc(NS(=O)(=O)c3cc([N+](=O)[O-])ccc3C)cc2)nn1,5.05
COc1ccc(-c2ccc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)cc2)nn1,5.5
COc1ccc(-c2ccc(SCC(=O)Nc3cc(C)on3)nn2)cc1OC,6.0
COc1ccc(-c2ccc3nnc(SCC(=O)N4CCCC4)n3n2)cc1,6.2
COc1ccc(-c2cccc(C(=O)N3CCOCC3)c2)cc1,6.25
COc1ccc(-c2cccc(C(=O)Nc3cccc(C(=O)O)c3)c2)cc1,4.05
COc1ccc(-c2cccc(NC(=O)c3cccs3)c2)nn1,4.35
COc1ccc(-c2cccc(NS(=O)(=O)c3cc(C)c(Cl)cc3C)c2)nn1,5.45
COc1ccc(-c2cccc(NS(=O)(=O)c3ccccc3[N+](=O)[O-])c2)nn1,6.2
COc1ccc(-c2ccccc2)cc1NC(=O)c1cccs1,6.5
COc1ccc(-c2ccnc(SCC(=O)N3CCOCC3)n2)cc1,4.8
COc1ccc(-c2ccnc(SCC(=O)c3ccc(OC)c(OC)c3)n2)cc1,4.0
COc1ccc(-c2cn(-c3ccc(C)cc3)c(=O)n2CC(=O)Nc2ccc(OC)c(OC)c2)cc1,4.35
COc1ccc(-c2cn(-c3ccc(C)cc3C)c(O)n2)cc1OC,5.5
COc1ccc(-c2cn(CCO)c(-c3ccncc3)n2)cc1,5.25
COc1ccc(-c2cn(CCO)c(CCN)n2)cc1,4.4
COc1ccc(-c2cn(Cc3ccc4ccccc4c3)nn2)cc1,6.45
COc1ccc(-c2cn(Cc3cccc(OC)c3)nn2)cc1,5.6
COc1ccc(-c2cn3cc(C)ccc3n2)cc1OC.Cl,4.3
COc1ccc(-c2cn3cccnc3n2)cc1,4.55
COc1ccc(-c2cn3ccsc3n2)cc1,4.0
COc1ccc(-c2cn3nc(C)c(C)nc3n2)cc1OC,6.0
COc1ccc(-c2cnc(C)o2)cc1S(=O)(=O)Nc1ccc(C)c(F)c1,4.05
COc1ccc(-c2cnc(N)n2CC2CCCO2)cc1,5.3
COc1ccc(-c2cnc(NCc3ccc(C)cc3)n2C)cc1,5.15
COc1ccc(-c2cnnc(N/N=C/c3ccc(O)c(O)c3)n2)cc1,5.35
COc1ccc(-c2cnnn2-c2ccc(NC(=O)/C=C/c3ccc(OC)c(OC)c3)cc2)cc1,4.0
COc1ccc(-c2cnnn2-c2ccc([N+](=O)[O-])cc2)cc1,4.35
COc1ccc(-c2cs/c(=N\c3ccccc3)n2CCO)cc1,4.85
COc1ccc(-c2csc(-n3[nH]c(C)c(/C(O)=C/C(C)=O)c3=O)n2)cc1,4.1
COc1ccc(-c2csc(/C(C#N)=C\c3cccc([N+](=O)[O-])c3)n2)cc1,4.3
COc1ccc(-c2csc(N(C)C(=O)c3ccco3)n2)cc1,5.0
COc1ccc(-c2csc(N(CC3CCCO3)C(=O)c3ccc(C)cc3)n2)cc1,4.0
COc1ccc(-c2csc(N(CCCN(C)C)C(=O)c3ccccc3F)n2)cc1.Cl,4.3
COc1ccc(-c2csc(N)n2)cc1,4.85
COc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1,6.45
COc1ccc(-c2csc(NC(=O)C3=COCCO3)n2)c(OC)c1,6.25
COc1ccc(-c2csc(NC(=O)C3CSC4(C)CCC(=O)N34)n2)c(OC)c1,6.2
COc1ccc(-c2csc(NC(=O)CCCc3nc(O)c4ccccc4n3)n2)cc1OC,4.3
COc1ccc(-c2csc(NC(=O)CN3C(=O)CCC3=O)n2)c(OC)c1,4.45
COc1ccc(-c2csc(NC(=O)CN3C(=O)NC4(CCCC4)C3=O)n2)cc1,6.25
COc1ccc(-c2csc(NC(=O)COC(=O)Cc3ccccc3)n2)cc1OC,4.25
COc1ccc(-c2csc(NC(=O)CS(=O)(=O)c3ccccc3)n2)cc1,3.95
COc1ccc(-c2csc(NC(=O)CSC(C)C(=O)Nc3cc(C)on3)n2)cc1OC,6.2
COc1ccc(-c2csc(NC(=O)CSc3nc(SC)ns3)n2)cc1,5.85
COc1ccc(-c2csc(NC(=O)CSc3nnnn3C)n2)cc1OC,6.15
COc1ccc(-c2csc(NC(=O)c3ccccc3F)n2)cc1,4.35
COc1ccc(-c2csc(NC(C)=O)n2)cc1OC,5.3
COc1ccc(-c2csc(Nc3ccc(C)cn3)n2)cc1,4.4
COc1ccc(-c2csc(Nc3ncccc3C)n2)cc1OC,6.0
COc1ccc(-c2csc3nc(C)n(-n4cccc4)c(=O)c23)cc1,6.2
COc1ccc(-c2csc3nc(C)n(-n4cccc4)c(=O)c23)cc1OC,6.15
COc1ccc(-c2csc3nc(C)nc(N4CCCCC4)c23)cc1OC,4.0
COc1ccc(-c2csc3ncnc(N4CCN(C(=O)c5ccco5)CC4)c23)cc1,3.95
COc1ccc(-c2csc3ncnc(N4CCN(S(=O)(=O)c5ccc(C)cc5)CC4)c23)cc1,4.6
COc1ccc(-c2csc3ncnc(NCCCO)c23)cc1,6.15
COc1ccc(-c2csc3ncnc(NCCN4CCOCC4)c23)cc1,5.55
COc1ccc(-c2csc3ncnc(NCCO)c23)cc1,4.4
COc1ccc(-c2n[nH]c(N)n2)cc1,4.05
COc1ccc(-c2n[nH]c(N)n2)cc1OC,6.15
COc1ccc(-c2n[nH]c(SC(C)C(=O)Nc3ccc(NC(C)=O)cc3)n2)cc1,6.25
COc1ccc(-c2n[nH]c(SCC(=O)Nc3c(F)cccc3F)n2)cc1,6.25
COc1ccc(-c2n[nH]cc2C(=O)NCc2cccc(OC)c2)cc1,4.05
COc1ccc(-c2nc(-c3ccccc3)no2)c(OC)c1,4.75
COc1ccc(-c2nc(-c3ccccn3)ncc2S(C)(=O)=O)cc1,5.9
COc1ccc(-c2nc(C#N)c(N3CCN(c4cccc(Cl)c4)CC3)o2)cc1OC,5.45
COc1ccc(-c2nc(C#N)c(N3CCOCC3)o2)cc1OC,6.05
COc1ccc(-c2nc(C#N)c(NCCc3ccccc3)o2)cc1,4.05
COc1ccc(-c2nc(C#N)c(NCCc3ccccc3)o2)cc1OC,5.5
COc1ccc(-c2nc(C#N)c(NCc3ccc(F)cc3)o2)cc1OC,5.35
COc1ccc(-c2nc(C(F)(F)F)c(OC)o2)cc1OC,4.9
COc1ccc(-c2nc(C(N)=O)c3nc(O)n(-c4cccc(C)c4)c3n2)c(OC)c1,5.2
COc1ccc(-c2nc(C(N)=O)c3nc(O)n(-c4cccc(Cl)c4)c3n2)cc1OC,4.25
COc1ccc(-c2nc(C)sc2CC(=O)O)cc1,5.35
COc1ccc(-c2nc(CC(=O)O)cs2)cc1,6.2
COc1ccc(-c2nc(CCNC(=O)c3ccco3)cs2)cc1OC,4.3
COc1ccc(-c2nc(CCNC(=O)c3cccs3)cs2)cc1,5.55
COc1ccc(-c2nc(CN3CCC(C(=O)NC4CC4)CC3)c(C)o2)cc1OC,4.35
COc1ccc(-c2nc(CN3CCC(C(=O)NCCc4ccccc4)CC3)c(C)o2)cc1OC,4.05
COc1ccc(-c2nc(CN3CCCC(C(=O)NC4CCCC4)C3)c(C)o2)cc1,5.2
COc1ccc(-c2nc(CN3CCN(Cc4cccc(Cl)c4)CC3)c(C)o2)cc1,6.45
COc1ccc(-c2nc(CN3CCN(Cc4cccc(F)c4)CC3)c(C)o2)cc1,6.2
COc1ccc(-c2nc(CNC(=O)Nc3ccccc3)c(C)o2)c(OC)c1,4.4
COc1ccc(-c2nc(CNS(=O)(=O)c3ccc(OC)c(OC)c3)cs2)cc1,5.25
COc1ccc(-c2nc(CS(=O)(=O)CC(=O)NC3CCCCC3C)c(C)o2)cc1,5.35
COc1ccc(-c2nc(CS(=O)(=O)CC(=O)NCc3cccc(OC)c3OC)c(C)o2)cc1,4.0
COc1ccc(-c2nc(CS(=O)(=O)CC(=O)NCc3ccccc3OC)c(C)o2)cc1,4.0
COc1ccc(-c2nc(CSCC(=O)N3CCN(C)CC3)c(C)o2)cc1OC,4.6
COc1ccc(-c2nc(CSCC(=O)N3CCN(c4ccc(OC)cc4)CC3)c(C)o2)cc1,4.0
COc1ccc(-c2nc(CSCC(=O)N3CCN(c4ccccc4F)CC3)c(C)o2)cc1,4.1
COc1ccc(-c2nc(CSCC(=O)NC3CC3)c(C)o2)cc1OC,4.55
COc1ccc(-c2nc(CSCC(=O)NC3CCCC3)c(C)o2)cc1OC,4.25
COc1ccc(-c2nc(CSCC(=O)NCCC3=CCCCC3)c(C)o2)cc1OC,5.3
COc1ccc(-c2nc(CSCC(=O)NCCc3ccc(C)cc3)c(C)o2)cc1OC,4.1
COc1ccc(-c2nc(CSCC(=O)NCCc3ccccc3)c(C)o2)cc1,4.6
COc1ccc(-c2nc(CSCC(=O)NCc3ccccc3Cl)c(C)o2)cc1OC,4.05
COc1ccc(-c2nc(N)n(C(=O)c3ccc(C)cc3)n2)cc1,4.05
COc1ccc(-c2nc(N)n(C(C)=O)n2)cc1,6.15
COc1ccc(-c2nc(N)ncc2-c2csc(C)n2)c(O)c1,5.25
COc1ccc(-c2nc(NC(=O)CSc3nnc4ccccn34)ns2)cc1,5.45
COc1ccc(-c2nc(NC(=O)c3c(C)noc3C)sc2C)cc1,4.65
COc1ccc(-c2nc(NCCCN(C)C)c3ccccc3n2)cc1.Cl,5.0
COc1ccc(-c2nc(O)c3cc(N4CCCC4)ccc3n2)cc1OC,4.2
COc1ccc(-c2nc(O)c3cnccn23)cc1,4.0
COc1ccc(-c2nc(S(=O)(=O)c3ccc(C)cc3)c(N3CCCC3)o2)cc1,4.6
COc1ccc(-c2nc(SCc3ccccc3)n(S(C)(=O)=O)n2)cc1,4.25
COc1ccc(-c2nc3c(c(SCC(=O)N4CCOCC4)n2)COC(C)(C)C3)cc1,4.35
COc1ccc(-c2nc3c(n2O)CCC/C3=N\O)cc1,6.2
COc1ccc(-c2nc3cc(NC(=O)Cc4ccc(OC)c(OC)c4)ccc3o2)cc1,4.35
COc1ccc(-c2nc3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3o2)cc1,4.55
COc1ccc(-c2nc3cc[nH]cc-3n2)cc1OC.Cl,6.25
COc1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,5.35
COc1ccc(-c2nc3ccccc3n2CCC(C)C)cc1OC,5.75
COc1ccc(-c2nc3ccccc3n2OC(=O)N(C)C)cc1,5.55
COc1ccc(-c2nc3ccccc3nc2-c2ccc(OC)cc2)cc1,6.2
COc1ccc(-c2nc3cnccn3c2Nc2ccc(C)cc2)cc1,4.95
COc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,4.4
COc1ccc(-c2nc3n(n2)C(c2ccccc2Cl)C(C(N)=O)=C(C)N3)cc1,6.2
COc1ccc(-c2nc3scc(-c4ccc(OC)c(OC)c4)c3c(=O)o2)cc1,4.7
COc1ccc(-c2ncncc2-c2csc(C)n2)c(O)c1,4.1
COc1ccc(-c2nn(-c3ccc([N+](=O)[O-])cc3)c(O)c2/C=N/CCN2CCNCC2)cc1,6.2
COc1ccc(-c2nn(-c3ccc([N+](=O)[O-])cc3)c(O)c2/C=N/Cc2ccc(F)cc2)cc1,3.95
COc1ccc(-c2nn(-c3ccccc3)cc2C#N)cc1,6.15
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC2CCC(C)CC2)cc1,4.75
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NCCCn2ccnc2)cc1,6.25
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)O)cc1,6.45
COc1ccc(-c2nn(-c3ccccc3)cc2CO)cc1OC,4.4
COc1ccc(-c2nn(CCC#N)cc2C(=O)NCc2ccccc2)cc1[N+](=O)[O-],6.2
COc1ccc(-c2nn(CCC#N)cc2C(=O)Nc2cccc(C(=O)O)c2)cc1OC,6.2
COc1ccc(-c2nn(CCC#N)cc2C(=O)Nc2cccc([N+](=O)[O-])c2)cc1OC,4.55
COc1ccc(-c2nn(CCC#N)cc2C(=O)O)cc1,4.4
COc1ccc(-c2nn(CCC(=O)O)cc2/C=C2\SC(N)=NC2=O)cc1,4.25
COc1ccc(-c2nn(CCC(=O)O)cc2/C=C2\SC(N)=NC2=O)cc1OC,4.0
COc1ccc(-c2nn(CCC(=O)O)cc2CCC(=O)O)cc1,6.2
COc1ccc(-c2nn3c(-c4ccccn4)nnc3s2)cc1OC,4.35
COc1ccc(-c2nnc(-c3ccccc3)o2)cc1OC,6.3
COc1ccc(-c2nnc(C3CCN(S(=O)(=O)c4ccccc4)CC3)o2)cc1,4.6
COc1ccc(-c2nnc(N(C)C(=O)c3cccnc3)s2)cc1,4.6
